co_uf,co_curso,grupo_ies_abr,co_ies,curso_ies,curso_agrupado_fgv,curso_praca,escola_fgv,no_curso,praca_fgv,sigla_ies,curso_agrupado_key,grupo_ies_key
35,102848,PUC-SP,1638,PUCSP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,PUCSP,ADMINISTRACAO,PUCSP
35,102852,PUC-SP,4368,PUCSP-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,PUCSP,ECONOMIA,PUCSP
33,105078,UCAM,11530,UCAM-Relações Internacionais,RI,RI_RJ,,Relações Internacionais,RJ,UCAM,RI,UCAM
53,1057767,IDP,134717,EDAP-Direito,DIREITO,DIREITO_DF,,Direito,DF,EDAP,DIREITO,IDP
53,1070606,IDP,48988,EDAP-Administração Pública,ADM PÚBLICA,ADM PÚBLICA_DF,,Administração Pública,DF,EDAP,ADM PUBLICA,IDP
33,1074392,FGV,68475,FGV-Matemática,MATEMÁTICA,MATEMÁTICA_RJ,EMAP,Matemática,RJ,FGV,MATEMATICA,FGV
33,1074392,FGV,82170,FGV-Matemática Aplicada,MATEMÁTICA,MATEMÁTICA_RJ,EMAP,Matemática Aplicada,RJ,FGV,MATEMATICA,FGV
33,1077609,UFF,6292,UFF-Ciências Econômicas,ECONOMIA,ECONOMIA_RJ,,Ciências Econômicas,RJ,UFF,ECONOMIA,UFF
33,1079286,UFF,6292,UFF-Ciências Sociais,CIÊNCIAS SOCIAIS,CIÊNCIAS SOCIAIS_RJ,,Ciências Sociais,RJ,UFF,CIENCIAS SOCIAIS,UFF
35,108112,MACKENZIE,242,MACKENZIE-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,MACKENZIE,ADMINISTRACAO,MACKENZIE
33,108114,UCAM,10377,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
33,108648,UFF,6292,UFF-Relações Internacionais,RI,RI_RJ,,Relações Internacionais,RJ,UFF,RI,UFF
33,10867,PUC-Rio,5808,PUC-RIO-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,PUC-RIO,ADMINISTRACAO,PUCRIO
33,10868,PUC-Rio,5808,PUC-RIO-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,PUC-RIO,DIREITO,PUCRIO
33,10870,PUC-Rio,5808,PUC-RIO-Ciências Econômicas,ECONOMIA,ECONOMIA_RJ,,Ciências Econômicas,RJ,PUC-RIO,ECONOMIA,PUCRIO
35,109886,MACKENZIE,242,MACKENZIE-Direito,DIREITO,DIREITO_SP,,Direito,SP,MACKENZIE,DIREITO,MACKENZIE
33,1104375,ESPM,3776,ESPM-Comunicação Social - Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social - Jornalismo,RJ,ESPM,COMUNICACAO,ESPM
33,1104375,ESPM,6608,ESPM-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Jornalismo,RJ,ESPM,COMUNICACAO,ESPM
33,111102,UCAM,12683,UCAM-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UCAM,DIREITO,UCAM
33,111106,UCAM,12683,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
33,111108,UCAM,12683,UCAM-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UCAM,DIREITO,UCAM
33,111110,UCAM,12683,UCAM-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UCAM,DIREITO,UCAM
35,11218,PUC-SP,6006,PUCSP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,PUCSP,ADMINISTRACAO,PUCSP
35,11220,PUC-SP,6006,PUCSP-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,PUCSP,ECONOMIA,PUCSP
35,11221,PUC-SP,6006,PUCSP-Direito,DIREITO,DIREITO_SP,,Direito,SP,PUCSP,DIREITO,PUCSP
33,1122220,UFF,6292,UFF-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UFF,DIREITO,UFF
35,11224,PUC-SP,6006,PUCSP-Ciências Sociais,CIÊNCIAS SOCIAIS,CIÊNCIAS SOCIAIS_SP,,Ciências Sociais,SP,PUCSP,CIENCIAS SOCIAIS,PUCSP
35,11242,PUC-SP,6006,PUCSP-Relações Internacionais,RI,RI_SP,,Relações Internacionais,SP,PUCSP,RI,PUCSP
33,1125307,UFF,6292,UFF-Matemática,MATEMÁTICA,MATEMÁTICA_RJ,,Matemática,RJ,UFF,MATEMATICA,UFF
33,1125326,UFF,6292,UFF-Administração Pública,ADM PÚBLICA,ADM PÚBLICA_RJ,,Administração Pública,RJ,UFF,ADM PUBLICA,UFF
33,11318,UERJ,6017,UERJ-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UERJ,DIREITO,UERJ
33,11319,UERJ,6017,UERJ-Ciência Econômica,ECONOMIA,ECONOMIA_RJ,,Ciência Econômica,RJ,UERJ,ECONOMIA,UERJ
33,11320,UERJ,6017,UERJ-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UERJ,ADMINISTRACAO,UERJ
33,1133600,IBMEC,11330,IBMEC-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,IBMEC,ADMINISTRACAO,IBMEC
33,1133601,IBMEC,11330,IBMEC-Relações Internacionais,RI,RI_RJ,,Relações Internacionais,RJ,IBMEC,RI,IBMEC
53,1136978,PROCESSUS BSB,27324,PFD-Administração Pública,ADM PÚBLICA,ADM PÚBLICA_DF,,Administração Pública,DF,PFD,ADM PUBLICA,PROCESSUS BSB
33,1139946,UCAM,11530,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
53,1140062,UNB,8,UNB-Comunicação Social - Comunicação Organizacional,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Comunicação Social - Comunicação Organizacional,DF,UNB,COMUNICACAO,UNB
33,1147798,IBMEC,11330,IBMEC-Ciências Econômicas,ECONOMIA,ECONOMIA_RJ,,Ciências Econômicas,RJ,IBMEC,ECONOMIA,IBMEC
33,1148479,IBMEC,9270,IBMEC-Comunicação Social - Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social - Publicidade E Propaganda,RJ,IBMEC,COMUNICACAO,IBMEC
33,1148479,IBMEC,2060,IBMEC-Comunicação Social Com Habilitação Em Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social Com Habilitação Em Publicidade E Propaganda,RJ,IBMEC,COMUNICACAO,IBMEC
33,1149663,IBMEC,6180,IBMEC-Comunicação Social - Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social - Jornalismo,RJ,IBMEC,COMUNICACAO,IBMEC
33,1149663,IBMEC,5150,IBMEC-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Jornalismo,RJ,IBMEC,COMUNICACAO,IBMEC
35,1152435,PUC-SP,6006,PUCSP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,PUCSP,ADMINISTRACAO,PUCSP
33,1154687,UCAM,5765,UCAM-Comunicação Social - Publicidade E Propaganda E Mídias Digitais,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social - Publicidade E Propaganda E Mídias Digitais,RJ,UCAM,COMUNICACAO,UCAM
53,1158614,PROCESSUS BSB,22356,PFD-Direito,DIREITO,DIREITO_DF,,Direito,DF,PFD,DIREITO,PROCESSUS BSB
33,116840,UFRJ,6446,UFRJ-Relações Internacionais,RI,RI_RJ,,Relações Internacionais,RJ,UFRJ,RI,UFRJ
33,116842,UFRJ,6446,UFRJ-Comunicação Visual Design,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Visual Design,RJ,UFRJ,COMUNICACAO,UFRJ
35,118426,USP,605,USP-Direito,DIREITO,DIREITO_SP,,Direito,SP,USP,DIREITO,USP
35,1185397,IDP,106032,IDP-Direito,DIREITO,DIREITO_SP,,Direito,SP,IDP,DIREITO,IDP
33,1186743,UCAM,1153,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
33,1188430,UCAM,9224,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
53,1191653,UNICEUB,4422,UNICEUB-Relações Internacionais,RI,RI_DF,,Relações Internacionais,DF,UNICEUB,RI,UNICEUB
33,1193534,IBMEC,9542,IBMEC-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,IBMEC,DIREITO,IBMEC
53,122,UNB,22,UNB-Ciências Econômicas,ECONOMIA,ECONOMIA_DF,,Ciências Econômicas,DF,UNB,ECONOMIA,UNB
35,122966,UNICAMP,378,UNICAMP-Gestão De Empresas,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Gestão De Empresas,SP,UNICAMP,ADMINISTRACAO,UNICAMP
33,123280,UCAM,12683,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
35,1257771,FAAP,1389,FAAP-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Jornalismo,SP,FAAP,COMUNICACAO,FAAP
35,1257771,FAAP,2766,FA-FAAP-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Jornalismo,SP,FA-FAAP,COMUNICACAO,FAAP
33,12698,UFF,6292,UFF-Ciências Econômicas,ECONOMIA,ECONOMIA_RJ,,Ciências Econômicas,RJ,UFF,ECONOMIA,UFF
33,12699,UFF,6292,UFF-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UFF,DIREITO,UFF
33,12701,UFF,6292,UFF-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UFF,ADMINISTRACAO,UFF
33,12723,UFF,3432,UFF-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UFF,ADMINISTRACAO,UFF
33,12724,UFF,6292,UFF-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UFF,ADMINISTRACAO,UFF
53,128,UNB,22,UNB-Relações Internacionais,RI,RI_DF,,Relações Internacionais,DF,UNB,RI,UNB
53,1282866,UNICEUB,4020,UNICEUB-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,UNICEUB,ADMINISTRACAO,UNICEUB
35,1284614,ESPM,5724,ESPM-Ciências Sociais,CIÊNCIAS SOCIAIS,CIÊNCIAS SOCIAIS_SP,,Ciências Sociais,SP,ESPM,CIENCIAS SOCIAIS,ESPM
53,1287993,MACKENZIE,76916,MACKENZIE-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,MACKENZIE,ADMINISTRACAO,MACKENZIE
53,1288370,FGV,77280,FGV-Administração Pública,ADM PÚBLICA,ADM PÚBLICA_DF,EPPG,Administração Pública,DF,FGV,ADM PUBLICA,FGV
35,1292746,USP,605,USP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,USP,ADMINISTRACAO,USP
35,1297373,UNICAMP,540,UNICAMP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,UNICAMP,ADMINISTRACAO,UNICAMP
35,1297385,UNICAMP,540,UNICAMP-Administração Pública,ADM PÚBLICA,ADM PÚBLICA_SP,,Administração Pública,SP,UNICAMP,ADM PUBLICA,UNICAMP
53,1319173,UNICEUB,3618,UNICEUB-Comunicação Social - Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Comunicação Social - Publicidade E Propaganda,DF,UNICEUB,COMUNICACAO,UNICEUB
33,1324163,UCAM,6918,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
33,1330027,UERJ,4923,UERJ-Relações Internacionais,RI,RI_RJ,,Relações Internacionais,RJ,UERJ,RI,UERJ
33,1342617,UFF,4576,UFF-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Jornalismo,RJ,UFF,COMUNICACAO,UFF
53,1349773,UNICEUB,1206,UNICEUB-Comunicação Social - Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Comunicação Social - Jornalismo,DF,UNICEUB,COMUNICACAO,UNICEUB
53,1349773,UNICEUB,2412,UNICEUB-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Jornalismo,DF,UNICEUB,COMUNICACAO,UNICEUB
35,1364851,IBMEC,14790,IBMEC SP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,IBMEC SP,ADMINISTRACAO,IBMEC
35,1365143,IBMEC,14790,IBMEC SP-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,IBMEC SP,ECONOMIA,IBMEC
35,1369527,FGV,109760,FGV-Relações Internacionais,RI,RI_SP,RI,Relações Internacionais,SP,FGV,RI,FGV
35,1379376,USP,385,USP-Economia Empresarial E Controladoria Com Habilitação Em Economia,ECONOMIA,ECONOMIA_SP,,Economia Empresarial E Controladoria Com Habilitação Em Economia,SP,USP,ECONOMIA,USP
53,1385294,MACKENZIE,96145,MACKENZIE-Direito,DIREITO,DIREITO_DF,,Direito,DF,MACKENZIE,DIREITO,MACKENZIE
35,1404670,IBMEC,12325,IBMEC SP-Relações Internacionais,RI,RI_SP,,Relações Internacionais,SP,IBMEC SP,RI,IBMEC
53,1405052,UNICEUB,402,UNICEUB-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,UNICEUB,ADMINISTRACAO,UNICEUB
33,14357,UFRJ,1172,UFRJ-Comunicação Social,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social,RJ,UFRJ,COMUNICACAO,UFRJ
33,14363,UFRJ,6446,UFRJ-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UFRJ,DIREITO,UFRJ
33,14365,UFRJ,6446,UFRJ-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UFRJ,ADMINISTRACAO,UFRJ
33,14366,UFRJ,6446,UFRJ-Ciências Econômicas,ECONOMIA,ECONOMIA_RJ,,Ciências Econômicas,RJ,UFRJ,ECONOMIA,UFRJ
33,1439508,FGV,54780,FGV-Ciência De Dados E Inteligência Artificial,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_RJ,EMAP,Ciência De Dados E Inteligência Artificial,RJ,FGV,CIENCIA DE DADOS,FGV
35,1440293,MACKENZIE,110,MACKENZIE-Direito,DIREITO,DIREITO_SP,,Direito,SP,MACKENZIE,DIREITO,MACKENZIE
53,145,UNB,22,UNB-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,UNB,ADMINISTRACAO,UNB
33,1453329,UCAM,3459,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
35,1453775,INSPER,4644,INSPER-Direito,DIREITO,DIREITO_SP,,Direito,SP,INSPER,DIREITO,INSPER
33,1457276,UFF,2860,UFF-Administração Pública,ADM PÚBLICA,ADM PÚBLICA_RJ,,Administração Pública,RJ,UFF,ADM PUBLICA,UFF
53,1458363,UCB,1209,UCB-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,UCB,ADMINISTRACAO,UCB
53,1458376,UCB,1612,UCB-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,UCB,ADMINISTRACAO,UCB
35,1467470,LINK,95472,LSB-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,LSB,ADMINISTRACAO,LINK
53,1469905,UCB,1209,UCB-Direito,DIREITO,DIREITO_DF,,Direito,DF,UCB,DIREITO,UCB
53,148,UNB,22,UNB-Direito,DIREITO,DIREITO_DF,,Direito,DF,UNB,DIREITO,UNB
53,1486155,UCB,1612,UCB-Jornalismo Digital,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Jornalismo Digital,DF,UCB,COMUNICACAO,UCB
35,1501494,ESPM,1272,ESPM-Direito,DIREITO,DIREITO_SP,,Direito,SP,ESPM,DIREITO,ESPM
35,15065,ESPM,6996,ESPM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,ESPM,ADMINISTRACAO,ESPM
35,1514967,PUC-SP,2184,PUCSP-Ciência De Dados E Inteligência Artificial,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_SP,,Ciência De Dados E Inteligência Artificial,SP,PUCSP,CIENCIA DE DADOS,PUCSP
33,1532852,FGV,50848,Comunicação Digital,COMUNICAÇÃO,COMUNICAÇÃO_RJ,ECMI,Comunicação Digital,RJ,-,COMUNICACAO,FGV
53,1533476,IDP,48988,EDAP-Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Publicidade E Propaganda,DF,EDAP,COMUNICACAO,IDP
53,1533477,IDP,48988,EDAP-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Jornalismo,DF,EDAP,COMUNICACAO,IDP
53,1533478,IDP,48988,EDAP-Ciências Econômicas,ECONOMIA,ECONOMIA_DF,,Ciências Econômicas,DF,EDAP,ECONOMIA,IDP
53,1533479,IDP,48988,EDAP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,EDAP,ADMINISTRACAO,IDP
53,1534862,FGV,38640,FGV-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,EPPG,Administração,DF,FGV,ADMINISTRACAO,FGV
53,1535058,IDP,36741,EDAP-Relações Internacionais,RI,RI_DF,,Relações Internacionais,DF,EDAP,RI,IDP
35,1538622,USP,220,USP-Ciência De Dados,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_SP,,Ciência De Dados,SP,USP,CIENCIA DE DADOS,USP
35,1574499,IBMEC,4930,IBMEC SP-Ciência De Dados E Inteligência Artificial,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_SP,,Ciência De Dados E Inteligência Artificial,SP,IBMEC SP,CIENCIA DE DADOS,IBMEC
53,1575244,UNICEUB,1206,UNICEUB-Ciência De Dados E Machine Learning,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_DF,,Ciência De Dados E Machine Learning,DF,UNICEUB,CIENCIA DE DADOS,UNICEUB
53,1575245,UNICEUB,1206,UNICEUB-Ciência De Dados E Machine Learning,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_DF,,Ciência De Dados E Machine Learning,DF,UNICEUB,CIENCIA DE DADOS,UNICEUB
33,1576303,IBMEC,4120,IBMEC-Ciência De Dados E Inteligência Artificial,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_RJ,,Ciência De Dados E Inteligência Artificial,RJ,IBMEC,CIENCIA DE DADOS,IBMEC
33,1576675,IBMEC,2060,IBMEC-Ciência De Dados E Inteligência Artificial,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_RJ,,Ciência De Dados E Inteligência Artificial,RJ,IBMEC,CIENCIA DE DADOS,IBMEC
35,1584556,IBMEC,4930,IBMEC SP-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,IBMEC SP,ECONOMIA,IBMEC
35,1585215,IBMEC,4930,IBMEC SP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,IBMEC SP,ADMINISTRACAO,IBMEC
53,1644120,PROCESSUS BSB,4968,PFD-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_DF,,Administração,DF,PFD,ADMINISTRACAO,PROCESSUS BSB
53,165,UNB,22,UNB-Direito,DIREITO,DIREITO_DF,,Direito,DF,UNB,DIREITO,UNB
33,1684512,IBMEC,1030,IBMEC-Ciência De Dados E Inteligência Artificial,CIÊNCIA DE DADOS,CIÊNCIA DE DADOS_RJ,,Ciência De Dados E Inteligência Artificial,RJ,IBMEC,CIENCIA DE DADOS,IBMEC
33,17604,ESPM,10384,ESPM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,ESPM,ADMINISTRACAO,ESPM
33,17809,IBMEC,11330,IBMEC-Ciências Econômicas,ECONOMIA,ECONOMIA_RJ,,Ciências Econômicas,RJ,IBMEC,ECONOMIA,IBMEC
35,18035,FAAP,2320,FAAP-Relações Internacionais,RI,RI_SP,,Relações Internacionais,SP,FAAP,RI,FAAP
35,18035,FAAP,2766,FA-FAAP-Relações Internacionais,RI,RI_SP,,Relações Internacionais,SP,FA-FAAP,RI,FAAP
53,18061,UCB,4433,UCB-Direito,DIREITO,DIREITO_DF,,Direito,DF,UCB,DIREITO,UCB
35,18278,INSPER,12771,INSPER-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,INSPER,ADMINISTRACAO,INSPER
35,18658,USP,440,USP-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Jornalismo,SP,USP,COMUNICACAO,USP
35,18659,USP,605,USP-Comunicação Social Com Habilitação Em Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social Com Habilitação Em Publicidade E Propaganda,SP,USP,COMUNICACAO,USP
35,18660,USP,605,USP-Comunicação Social Com Habilitação Em Editoração,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social Com Habilitação Em Editoração,SP,USP,COMUNICACAO,USP
35,18662,USP,385,USP-Relações Públicas,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Relações Públicas,SP,USP,COMUNICACAO,USP
35,18722,INSPER,12771,INSPER-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,INSPER,ECONOMIA,INSPER
33,19316,UCAM,12683,UCAM-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UCAM,DIREITO,UCAM
35,19384,USP,605,USP-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,USP,ECONOMIA,USP
35,19486,UNICAMP,594,UNICAMP-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,UNICAMP,ECONOMIA,UNICAMP
35,19812,FAAP,6445,FAAP-Direito,DIREITO,DIREITO_SP,,Direito,SP,FAAP,DIREITO,FAAP
35,19812,FAAP,2766,FA-FAAP-Direito,DIREITO,DIREITO_SP,,Direito,SP,FA-FAAP,DIREITO,FAAP
33,20060,UCAM,12683,UCAM-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UCAM,DIREITO,UCAM
53,20066,UNICEUB,4422,UNICEUB-Relações Internacionais,RI,RI_DF,,Relações Internacionais,DF,UNICEUB,RI,UNICEUB
35,2011,MACKENZIE,242,MACKENZIE-Ciências Econômicas,ECONOMIA,ECONOMIA_SP,,Ciências Econômicas,SP,MACKENZIE,ECONOMIA,MACKENZIE
35,2015,MACKENZIE,242,MACKENZIE-Direito,DIREITO,DIREITO_SP,,Direito,SP,MACKENZIE,DIREITO,MACKENZIE
35,2030,MACKENZIE,242,MACKENZIE-Comunicação Social - Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social - Publicidade E Propaganda,SP,MACKENZIE,COMUNICACAO,MACKENZIE
33,20924,UCAM,12683,UCAM-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,UCAM,ADMINISTRACAO,UCAM
33,20925,UCAM,12683,UCAM-Direito,DIREITO,DIREITO_RJ,,Direito,RJ,UCAM,DIREITO,UCAM
35,21773,FIA,16720,FIA-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,FIA,ADMINISTRACAO,FIA
53,22122,UNB,22,UNB-Matemática,MATEMÁTICA,MATEMÁTICA_DF,,Matemática,DF,UNB,MATEMATICA,UNB
33,22389,PUC-Rio,3696,PUC-RIO-Comunicação Social - Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Comunicação Social - Jornalismo,RJ,PUC-RIO,COMUNICACAO,PUCRIO
33,22389,PUC-Rio,2112,PUC-RIO-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Jornalismo,RJ,PUC-RIO,COMUNICACAO,PUCRIO
35,22395,PUC-SP,1092,PUCSP-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_SP,,Administração,SP,PUCSP,ADMINISTRACAO,PUCSP
35,22396,PUC-SP,546,PUCSP-Comunicação Social - Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social - Jornalismo,SP,PUCSP,COMUNICACAO,PUCSP
35,22396,PUC-SP,5460,PUCSP-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Jornalismo,SP,PUCSP,COMUNICACAO,PUCSP
33,22404,UERJ,6017,UERJ-Jornalismo,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Jornalismo,RJ,UERJ,COMUNICACAO,UERJ
33,22566,IBMEC,11330,IBMEC-Administração,ADMINISTRAÇÃO,ADMINISTRAÇÃO_RJ,,Administração,RJ,IBMEC,ADMINISTRACAO,IBMEC
53,23477,UNICEUB,4422,UNICEUB-Comunicação Social - Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_DF,,Comunicação Social - Publicidade E Propaganda,DF,UNICEUB,COMUNICACAO,UNICEUB
35,23596,FAAP,2315,FAAP-Comunicação Social - Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social - Publicidade E Propaganda,SP,FAAP,COMUNICACAO,FAAP
35,23596,FAAP,2766,FA-FAAP-Comunicação Social - Publicidade E Propaganda,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social - Publicidade E Propaganda,SP,FA-FAAP,COMUNICACAO,FAAP
35,23597,FAAP,463,FAAP-Comunicação Social,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social,SP,FAAP,COMUNICACAO,FAAP
35,23597,FAAP,926,FAAP-Relações Públicas,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Relações Públicas,SP,FAAP,COMUNICACAO,FAAP
35,23597,FAAP,2766,FA-FAAP-Relações Públicas,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Relações Públicas,SP,FA-FAAP,COMUNICACAO,FAAP
35,23598,FAAP,463,FAAP-Comunicação Social,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social,SP,FAAP,COMUNICACAO,FAAP
35,23598,FAAP,1852,FAAP-Comunicação Social - Cinema,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social - Cinema,SP,FAAP,COMUNICACAO,FAAP
35,23598,FAAP,2766,FA-FAAP-Comunicação Social - Cinema,COMUNICAÇÃO,COMUNICAÇÃO_SP,,Comunicação Social - Cinema,SP,FA-FAAP,COMUNICACAO,FAAP
33,23724,UERJ,6017,UERJ-Relações Públicas,COMUNICAÇÃO,COMUNICAÇÃO_RJ,,Relações Públicas,RJ,UERJ,COMUNICACAO,UERJ
